Code,Level,Description,ISIC code
01111,5,Growing of leafy and fruit vegetables,113
01112,5,Growing of mushrooms,113
01113,5,Growing of root crops,113
01119,5,Growing of food crops (non-hydroponics) n.e.c.,111
01119,5,Growing of food crops (non-hydroponics) n.e.c.,112
01120,5,Growing of leafy and fruit vegetables (hydroponics),113
01130,5,Growing of fruits,121
01130,5,Growing of fruits,122
01130,5,Growing of fruits,123
01130,5,Growing of fruits,124
01130,5,Growing of fruits,125
01141,5,Growing of orchids,130
01142,5,Growing of ornamental plants,130
01149,5,Growing of nursery products n.e.c.,130
01190,5,Growing of other crops,114
01190,5,Growing of other crops,115
01190,5,Growing of other crops,116
01190,5,Growing of other crops,119
01190,5,Growing of other crops,126
01190,5,Growing of other crops,127
01190,5,Growing of other crops,128
01190,5,Growing of other crops,129
01411,5,Pig farms,145
01412,5,Cattle farms (including dairy cattle),141
01413,5,Goat farms (including goat's milk production),144
01421,5,Poultry breeding/hatcheries,146
01422,5,Broiler farms (chickens reared for meat),146
01423,5,Layer farms (chickens reared for eggs),146
01424,5,Duck farms,146
01491,5,Dog breeding,149
01492,5,Bird breeding,149
01493,5,Crocodile farms,321
01494,5,Frog farms,322
01499,5,Other animal production n.e.c.,142
01499,5,Other animal production n.e.c.,143
01499,5,Other animal production n.e.c.,149
01500,5,Growing of crops combined with animal production (mixed farming),150
01600,5,Agricultural and animal husbandry service activities except veterinary activities,161
01600,5,Agricultural and animal husbandry service activities except veterinary activities,162
01600,5,Agricultural and animal husbandry service activities except veterinary activities,163
01600,5,Agricultural and animal husbandry service activities except veterinary activities,164
02000,5,"Forestry, logging and related service activities",210
02000,5,"Forestry, logging and related service activities",220
02000,5,"Forestry, logging and related service activities",230
02000,5,"Forestry, logging and related service activities",240
03101,5,Fishing in kelongs,311
03101,5,Fishing in kelongs,312
03102,5,Ocean fishing except fishing in kelongs,311
03103,5,Coastal fishing except fishing in kelongs,311
03103,5,Coastal fishing except fishing in kelongs,312
03109,5,Fishing n.e.c.,311
03109,5,Fishing n.e.c.,312
03201,5,Food fish farms,321
03201,5,Food fish farms,322
03202,5,Ornamental fish farms,321
03202,5,Ornamental fish farms,322
03209,5,"Operation of fish hatcheries and fish farms n.e.c. (including turtle, prawn, crab, mussel farms)",321
03209,5,"Operation of fish hatcheries and fish farms n.e.c. (including turtle, prawn, crab, mussel farms)",322
08101,5,Stone quarrying,810
08102,5,Quarrying of sand and clay,810
08900,5,Other mining and quarrying,510
08900,5,Other mining and quarrying,520
08900,5,Other mining and quarrying,710
08900,5,Other mining and quarrying,721
08900,5,Other mining and quarrying,729
08900,5,Other mining and quarrying,891
08900,5,Other mining and quarrying,892
08900,5,Other mining and quarrying,893
08900,5,Other mining and quarrying,899
09001,5,Crude petroleum and natural gas production,610
09001,5,Crude petroleum and natural gas production,620
09002,5,"Service activities incidental to oil and gas extraction (excluding surveying and engineering design and consultancy services supporting mining, oil and gas extraction and offshore exploration activities)",910
09002,5,"Service activities incidental to oil and gas extraction (excluding surveying and engineering design and consultancy services supporting mining, oil and gas extraction and offshore exploration activities)",990
10101,5,Slaughtering of livestock and poultry,1010
10102,5,Manufacture of sausage,1010
10103,5,"Preparing, canning and preserving of livestock and livestock products (including lard and other edible animal fats)",1010
10104,5,"Preparing, canning and preserving of poultry and poultry products",1010
10109,5,Processing and preserving of meat and meat products n.e.c.,1010
10200,5,Processing and preserving of seafood,1020
10301,5,Manufacture of jams (including fruit jelly),1030
10302,5,Other canning and preserving of fruits and fruit juices,1030
10303,5,Other canning and preserving of vegetables and vegetable juices (including pickles),1030
10401,5,Manufacture of edible vegetable and animal oils and fats,1040
10402,5,Manufacture of inedible vegetable and animal oils and fats,1040
10409,5,Manufacture of vegetable and animal oils and fats n.e.c.,1040
10501,5,Manufacture of condensed and evaporated milk (including pasteurising and bottling of fluid milk),1050
10502,5,Manufacture of milk powder,1050
10503,5,Manufacture of ice-cream,1050
10509,5,"Manufacture of dairy products n.e.c. (e.g. butter, cheese, ice-cream mixes and powder, yoghurt)",1050
10611,5,Rice milling,1061
10612,5,Wheat milling,1061
10613,5,Provision of milling services,1061
10619,5,Manufacture of grain mill products n.e.c.,1061
10620,5,Manufacture of starches and starch products,1062
10711,5,Manufacture of biscuits (including wafers and cones),1071
10712,5,"Manufacture of bread, cakes and confectionery (excluding frozen bakery products)",1071
10719,5,Manufacture of bakery products n.e.c.,1071
10720,5,Manufacture of sugar and sugar products,1072
10731,5,Manufacture of cocoa and chocolate powder from beans,1073
10732,5,Manufacture of chocolate and chocolate products,1073
10733,5,"Manufacture of non-chocolate confectionery (e.g. sweets, toffees, crystallised fruits, chewing gums)",1073
10740,5,"Manufacture of macaroni, noodles, vermicelli and other related products",1074
10750,5,Manufacture of cooked-food preparations (e.g. frozen dinners),1075
10761,5,Manufacture of instant beverages,1079
10762,5,Processing of coffee seeds,1079
10763,5,Manufacture of coffee powder,1079
10764,5,Manufacture of tea (including processing of tea leaves),1079
10765,5,Manufacture of non-dairy creamer,1079
10791,5,"Manufacture of sauces including soya bean sauce (e.g. tomato sauce, chilli sauce)",1079
10792,5,Manufacture of soya bean products except soya bean sauce and soya bean milk,1079
10793,5,Manufacture and processing of spices (including curry powder and spice extracts),1079
10794,5,"Manufacture of chips, crackers and other titbits (excluding biscuits and confectionery)",1079
10799,5,Manufacture of other food products n.e.c. (except food chemicals and additives),1079
10800,5,Manufacture of prepared animal feeds (including additives for animal feed),1080
11010,5,"Distilling, rectifying and blending of spirits; ethyl alcohol production from fermented materials (including samsu and Chinese liquors)",1101
11020,5,Manufacture of wines,1102
11030,5,Manufacture of malt liquors and malt (e.g. beer and stout),1103
11041,5,"Manufacture of soft drinks, production of mineral waters (including carbonated waters, soya bean milk, barley water, chrysanthemum water)",1104
11042,5,"Manufacture of cordials, syrups and composite concentrates for beverages",1104
11043,5,Manufacture of ice except dry ice,1104
12001,5,Manufacture of cigarettes,1200
12009,5,"Manufacture of tobacco products n.e.c. (e.g. cigars, loose tobacco)",1200
13100,5,"Spinning, weaving and finishing of textiles",1311
13100,5,"Spinning, weaving and finishing of textiles",1312
13100,5,"Spinning, weaving and finishing of textiles",1313
13910,5,Manufacture of knitted and crocheted fabrics and laces,1391
13921,5,"Manufacture of curtains, pillow cases, bed sheets and bed spreads",1392
13922,5,"Manufacture of other made-up house furnishings (e.g. napkins, table cloths)",1392
13929,5,"Manufacture of made-up textile articles except apparel n.e.c. (e.g. scrolls, flags and sails, banners, canvas products, cushions, pillows)",1392
13930,5,Manufacture of carpets and rugs,1393
13940,5,"Manufacture of cordage, rope, twine and netting",1394
13990,5,Manufacture of other textiles n.e.c. (e.g. upholstery filling),1399
14101,5,Manufacture of outer garments,1410
14102,5,Manufacture of brassieres and other undergarments,1410
14103,5,Tailoring and dressmaking (to individual order),1410
14109,5,"Manufacture of wearing apparel except fur apparel n.e.c. (e.g. songkoks, caps, gloves and mittens, garters, handkerchiefs, raincoats, shawls and hair nets)",1410
14200,5,"Manufacture of fur apparel and articles of fur (e.g. fur rugs, mats and cushions)",1420
14301,5,"Manufacture of socks, stockings and other hosiery",1430
14302,5,"Manufacture of briefs, singlets and other knitted or crocheted wear (e.g. pullovers, cardigans)",1430
14309,5,Manufacture of knitted and crocheted apparel n.e.c.,1430
15110,5,Tanning and dressing of leather; dressing and dyeing of fur,1511
15121,5,"Manufacture of luggage, bags, brief cases and the like",1512
15122,5,Manufacture of handbags,1512
15129,5,"Manufacture of saddlery, harness and articles of leather n.e.c. (e.g. coin purses, key cases)",1512
15200,5,Manufacture of footwear,1520
16101,5,Sawmilling,1610
16102,5,Preservation of wood,1610
16109,5,Sawmilling and planing of wood n.e.c.,1610
16211,5,Manufacture of plywood and veneer,1621
16219,5,"Manufacture of laminboard, particle board and other panels and boards n.e.c.",1621
16291,5,"Manufacture of wooden window, door and other millwork, except prefabricated wooden building structures",1622
16292,5,Manufacture of household and kitchen wooden ware except wooden footwear,1629
16293,5,Manufacture of wooden containers,1623
16294,5,Manufacture of attap and attap products,1629
16295,5,Rattan processing,1629
16299,5,"Manufacture of other products of wood and articles of cork, straw and plaiting materials n.e.c.",1629
17010,5,"Manufacture of pulp, paper and paperboard",1701
17021,5,Manufacture of corrugated paper and paperboard,1702
17022,5,Manufacture of containers and boxes of paper and paperboard,1702
17091,5,Manufacture of joss paper and other related ceremonial paper products (including effigies and other funeral paper goods and Chinese lanterns),1709
17092,5,"Manufacture of sanitary towels, toilet paper, paper towels, disposable diapers and related paper products",1709
17093,5,"Manufacture of paper cups, plates and utensils",1709
17094,5,"Manufacture of cards, envelopes and stationery, unprinted",1709
17099,5,"Manufacture of other articles of paper and paperboard n.e.c. (e.g. papier mache, wallpaper)",1709
18111,5,Printing of newspapers,1811
18112,5,"Printing of periodicals, books and magazines",1811
18113,5,"Commercial printing (e.g. printing of brochures, cards, envelopes, labels and stationery)",1811
18114,5,Printing of continuous and fan-fold forms,1811
18115,5,Silk screen printing (including metal printing),1811
18119,5,Printing n.e.c.,1811
18121,5,Bookbinding (e.g. book packaging),1812
18122,5,Colour separation,1812
18129,5,Service activities related to printing n.e.c. (including plate-making),1812
18200,5,"Reproduction of recorded media (including reproduction of phonograph records, recorded magnetic tapes, compact discs and non-customised software)",1820
19100,5,Manufacture of coke oven products,1910
19201,5,Petroleum refineries,1920
19202,5,Manufacture of petroleum lubricating oil,1920
19209,5,Manufacture of refined petroleum products n.e.c.,1920
20111,5,Manufacture of industrial gases and dry ice,2011
20112,5,Manufacture of basic industrial acids and alkalis,2011
20113,5,Manufacture of basic chemicals except fertilisers and nitrogen,2011
20114,5,Manufacture of solvents,2011
20119,5,Manufacture of basic chemicals n.e.c.,2011
20120,5,Manufacture of fertilisers and nitrogen compounds,2012
20131,5,"Manufacture of petrochemical primary products (e.g. olefins, aromatics, basic building blocks)",2013
20132,5,"Manufacture of derivatives and intermediates produced from basic building blocks (e.g. acetyls, acrylics, oxochemicals, styrene, phenolic, ethylene oxide derivatives and polymers)",2013
20133,5,Manufacture of synthetic rubber,2013
20210,5,"Manufacture of pesticides and other agro-chemical products (including insecticides, herbicides and disinfectants)",2021
20221,5,Manufacture of paints,2022
20222,5,Manufacture of varnishes and lacquers (including enamels),2022
20229,5,"Manufacture of paints, varnishes and similar coatings and mastics n.e.c.",2022
20231,5,"Manufacture of soap, detergents, washing and other cleaning preparations",2023
20232,5,Manufacture of perfumes and fragrances,2023
20233,5,Manufacture of cosmetics and toiletries,2023
20234,5,Manufacture of waxes and polishes and deodorising preparations,2023
20241,5,"Manufacture of food chemicals and additives (e.g. flavours, preservatives and colourings)",2029
20242,5,Manufacture of additives for mineral oil (e.g. lubricant and fuel additives),2029
20249,5,Manufacture of additives n.e.c.,2029
20291,5,Manufacture of epoxy moulding compounds and phenolic moulding compounds,2029
20292,5,"Manufacture of ultrapure electronic chemicals, materials and laminates",2029
20293,5,"Manufacture of water treatment, waste treatment and oilfield chemicals",2029
20294,5,"Manufacture of inks, dyestuffs, pigments and carbon black",2029
20295,5,"Manufacture of photographic film, paper, plate and chemicals",2029
20296,5,Manufacture of adhesives and sealants,2029
20297,5,Manufacture of catalysts and catalyst regeneration,2029
20298,5,Manufacture of biofuels,2029
20299,5,"Manufacture of other chemical products n.e.c. (e.g. gelatin and derivatives, laundry blue, explosives, processed salts, industrial starch, incense and joss sticks, camphor products)",2029
20300,5,Manufacture of man-made fibres except glass,2030
21011,5,Manufacture of pharmaceutical intermediates and fine chemicals for human use,2100
21012,5,Manufacture of pharmaceutical products and preparations for human use (e.g. tableted products),2100
21013,5,Manufacture of pharmaceutical products for veterinary use,2100
21021,5,Manufacture of vaccines for human use,2100
21022,5,Manufacture of other biological products and preparations for human use,2100
21023,5,Manufacture of biological products and preparations for veterinary use,2100
21030,5,Manufacture of Traditional Chinese Medicine,2100
22111,5,Processing of rubber (including processing of rubber latex),2219
22112,5,Grading and packing of rubber,2219
22119,5,"Processing of natural gums n.e.c. (e.g. gum damar, jelutong)",2219
22121,5,Manufacture of tyres and tubes,2211
22122,5,Retreading and vulcanising of tyres,2211
22191,5,Manufacture of foam rubber products (excluding foam rubber mattresses),2219
22192,5,Manufacture of rubber automotive parts,2219
22193,5,Manufacture of industrial and mechanical rubber goods,2219
22194,5,Manufacture of rubber floorings,2219
22199,5,Manufacture of other rubber products n.e.c. (except rubber footwear and toys),2219
22211,5,"Manufacture of plastic tableware, household and kitchen ware (excluding disposable utensils)",2220
22212,5,Manufacture of styrofoam and plastic disposable utensils,2220
22213,5,"Manufacture of plastic sheet, film and articles thereof (e.g. polythene and polypropylene bags)",2220
22214,5,"Manufacture of plastic bottles, boxes and containers (except for household use)",2220
22215,5,Manufacture of plastic pipes and tubes,2220
22216,5,Manufacture of plastic precision engineering parts,2220
22217,5,"Manufacture of PVC files, holders and albums",2220
22218,5,Manufacture of plastic cable ties,2220
22219,5,Manufacture of plastic products n.e.c. (except plastic footwear and toys),2220
22220,5,Plastic product services,2220
23100,5,Manufacture of glass and glass products (including yarn of glass fibres),2310
23911,5,Manufacture of bricks,2391
23912,5,"Manufacture of tiles, pipes and channels (including clay roofing, wall and floor tiles, and earthen and glazed pipes)",2391
23912,5,"Manufacture of tiles, pipes and channels (including clay roofing, wall and floor tiles, and earthen and glazed pipes)",2392
23919,5,Manufacture of clay products n.e.c.,2391
23919,5,Manufacture of clay products n.e.c.,2392
23931,5,"Manufacture of plumbing fixtures and fittings of vitreous china, china and earthenware (e.g. sinks, closets, bowls)",2393
23939,5,Manufacture of other porcelain and ceramic products n.e.c.,2393
23940,5,"Manufacture of cement, lime and plaster",2394
23951,5,Manufacture of ready-mix concrete,2395
23959,5,"Manufacture of articles of concrete, cement and plaster n.e.c. (except precast concrete components)",2395
23960,5,"Cutting, shaping and finishing of stone (including tomb-stones and furniture of stone or marble)",2396
23991,5,Manufacture of asbestos products except asbestos paper,2399
23992,5,Manufacture of fibreglass and fibreglass products,2399
23993,5,"Manufacture of other insulation products (e.g. ceramic IC packages, refractory materials, rock wool products, insulation services)",2399
23994,5,"Manufacture of non-structural pre-cast components (e.g. lightweight partitions, secondary roof slabs)",2399
23995,5,Manufacture of asphalt premix,2399
23999,5,Manufacture of other non-metallic mineral products n.e.c. (e.g. graphite products),2399
24101,5,Iron and steel rolling mills,2410
24102,5,Manufacture of ferrous metal alloys,2410
24109,5,Manufacture of basic iron and steel n.e.c. (including smelting),2410
24201,5,Tin smelting,2420
24202,5,Manufacture of non-ferrous metal alloys,2420
24209,5,Manufacture of basic precious and non-ferrous metals n.e.c.,2420
24310,5,Iron and steel foundries,2431
24310,5,Iron and steel foundries,2591
24320,5,Non-ferrous metal foundries,2432
24320,5,Non-ferrous metal foundries,2591
25111,5,"Manufacture of metal doors, window and door frames, grilles and gratings",2511
25112,5,Manufacture of metal strips and slabs (e.g. awnings),2511
25113,5,Manufacture of metal pipes and tubes,2511
25113,5,Manufacture of metal pipes and tubes,3311
25114,5,Manufacture of steel structural component,2511
25119,5,"Manufacture of structural metal products n.e.c. (e.g. metal sections, corrugated sheets)",2511
25120,5,"Manufacture and repair of tanks, reservoirs and containers of metal (e.g. metal cylinders, storage vessels and containers for compressed or liquefied gas)",2512
25120,5,"Manufacture and repair of tanks, reservoirs and containers of metal (e.g. metal cylinders, storage vessels and containers for compressed or liquefied gas)",3311
25131,5,"Manufacture and repair of heating boilers, radiators and correctors (including parts)",2513
25131,5,"Manufacture and repair of heating boilers, radiators and correctors (including parts)",3311
25139,5,Manufacture and repair of steam generators n.e.c. (except central heating hot water boilers),2513
25139,5,Manufacture and repair of steam generators n.e.c. (except central heating hot water boilers),3311
25200,5,Manufacture and repair of weapons and ammunition (e.g. ordnance and accessories),2520
25200,5,Manufacture and repair of weapons and ammunition (e.g. ordnance and accessories),3311
25911,5,Iron and steel and non-ferrous forgings,2591
25912,5,Manufacture of metal caps (e.g. crown corks),2591
25913,5,Manufacture of leadframe,2591
25914,5,Metal stampings except metal caps,2591
25919,5,Pressing and roll-forming of metal and powder metallurgy n.e.c.,2591
25921,5,Electroplating and plating of metals and formed products,2592
25922,5,Polishing of metals and formed products,2592
25923,5,Rustproofing of metals and formed products,2592
25924,5,Heat treatment for metals,2592
25929,5,Metal product services n.e.c.,2592
25931,5,"Manufacture of table, kitchen and other cutlery",2593
25932,5,Manufacture of hand and edge tools,2593
25939,5,"Manufacture of general hardware (including blacksmith shops) n.e.c. (e.g. locks and keys, hinges, clamps, hooks)",2593
25941,5,"Manufacture of uninsulated wire (e.g. electronic component wire, bonding wire)",2599
25949,5,Manufacture of metal wire and cable products n.e.c.,2599
25951,5,Manufacture of tinplate cans,2599
25952,5,"Manufacture of other tinplate and zinc articles (e.g. pails, buckets, dustbins)",2599
25959,5,"Manufacture of metal cans, containers and related products n.e.c. (e.g. barrels, steel drums, kegs)",2599
25991,5,Manufacture of sanitary ware of enamelled iron and metal and plumbers' ware of brass,2599
25992,5,"Manufacture of plumbing, heating and related products (including parts) except electric",2599
25993,5,"Manufacture of bolts, nuts, rivets, fasteners and screw machine products",2599
25994,5,Manufacture of pipe fittings,2599
25995,5,Manufacture of springs,2599
25996,5,"Manufacture of kitchen and household utensils (e.g. steel shelf, showcase counters, kitchen trolleys display racks, sink bowls and other customised kitchen equipment)",2599
25997,5,Manufacture of metal precision components,2599
25998,5,"Slitting, shearing and pasting of metal sheeting",2599
25999,5,Manufacture of other fabricated metal products n.e.c. (including voice coil magnets),2599
25999,5,Manufacture of other fabricated metal products n.e.c. (including voice coil magnets),3311
26111,5,"Manufacture of discrete devices (e.g. diodes, light-emitting diodes, transistors and rectifiers)",2610
26112,5,Semiconductor wafer fabrication,2610
26113,5,Assembly and testing of semiconductors,2610
26114,5,Manufacture of solar wafers,2610
26115,5,Manufacture of solar cells,2610
26119,5,Manufacture of semiconductor devices n.e.c.,2610
26121,5,Manufacture of capacitors,2610
26122,5,Manufacture of printed circuit boards without electronic parts,2610
26123,5,Manufacture of printed circuit boards with electronic parts,2610
26124,5,"Manufacture of piezo-electric devices (e.g. quartz crystals, quartz crystal filters, delay lines)",2610
26125,5,Manufacture of electronic display devices except light emitting diodes,2610
26126,5,Manufacture of electronic connectors,2610
26129,5,Manufacture of other electronic components and boards n.e.c.,2610
26201,5,Manufacture of computers and data processing equipment except computer peripheral equipment,2620
26202,5,"Manufacture of disk drives (including CD-ROM drives, DVD-ROM drives, optical drives, flash drives, tape drives, solid state drives, storage subsystems)",2620
26203,5,Manufacture of printers,2620
26204,5,Manufacture of smart cards and related products (e.g. smart card readers),2620
26209,5,Manufacture of computers and peripheral equipment n.e.c.,2620
26301,5,"Manufacture of telecommunications apparatus (e.g. PBX equipment, telephones except cellular)",2630
26302,5,"Manufacture of networking products (e.g. routers, switches)",2630
26303,5,Manufacture of wireless communications equipment (e.g. cellular phones),2630
26304,5,"Manufacture of electronic security systems (including electronic sensors, burglar and fire alarm systems)",2630
26309,5,Manufacture of communications equipment n.e.c.,2630
26400,5,Manufacture of consumer electronics,2640
26511,5,Manufacture and repair of engineering and scientific instruments,2651
26511,5,Manufacture and repair of engineering and scientific instruments,3313
26512,5,Manufacture and repair of measuring devices (e.g. meters),2651
26512,5,Manufacture and repair of measuring devices (e.g. meters),3313
26513,5,Manufacture and repair of process control equipment and related products,2651
26513,5,Manufacture and repair of process control equipment and related products,3313
26521,5,Manufacture of fully electronic watches and clocks,2652
26522,5,Manufacture of electro-mechanical watches and clocks (e.g. watches and clocks with moving parts and battery),2652
26523,5,Manufacture of mechanical watches and clocks,2652
26524,5,Manufacture of parts and accessories for watches and clocks,2652
26601,5,Manufacture and repair of electrotherapeutic devices,2660
26601,5,Manufacture and repair of electrotherapeutic devices,3313
26602,5,Manufacture and repair of irradiation and electromedical equipment and instruments,2660
26602,5,Manufacture and repair of irradiation and electromedical equipment and instruments,3313
26701,5,Manufacture of photographic equipment and parts (including lenses),2670
26701,5,Manufacture of photographic equipment and parts (including lenses),3313
26709,5,Manufacture of optical instruments and photographic equipment n.e.c.,2670
26709,5,Manufacture of optical instruments and photographic equipment n.e.c.,3313
26801,5,Manufacture of disk media,2680
26802,5,"Manufacture of blank magnetic tapes, diskettes, Blu-ray technology discs, CDs, DVDs and VCDs",2680
27101,5,Manufacture and repair of electric motors,2710
27101,5,Manufacture and repair of electric motors,3314
27102,5,Manufacture and repair of electric generators,2710
27102,5,Manufacture and repair of electric generators,3314
27103,5,Manufacture and repair of transformers,2710
27103,5,Manufacture and repair of transformers,3314
27104,5,"Manufacture and repair of switchgear and switchboard apparatus (including switches, circuit breakers and electrical control panels)",2710
27104,5,"Manufacture and repair of switchgear and switchboard apparatus (including switches, circuit breakers and electrical control panels)",3314
27109,5,"Manufacture and repair of electric motors, generators, transformers and electricity distribution and control apparatus n.e.c. (e.g. busbar trunking)",2710
27109,5,"Manufacture and repair of electric motors, generators, transformers and electricity distribution and control apparatus n.e.c. (e.g. busbar trunking)",3314
27201,5,Manufacture of primary batteries,2720
27201,5,Manufacture of primary batteries,3314
27202,5,Manufacture of secondary batteries,2720
27202,5,Manufacture of secondary batteries,3314
27321,5,Manufacture of telecommunications cables and wires,2731
27321,5,Manufacture of telecommunications cables and wires,2732
27321,5,Manufacture of telecommunications cables and wires,3314
27322,5,Manufacture of electric power cables and wires,2732
27322,5,Manufacture of electric power cables and wires,3314
27323,5,"Manufacture of enamelled wires (used for winding of motors, transformers etc)",2732
27323,5,"Manufacture of enamelled wires (used for winding of motors, transformers etc)",3314
27324,5,Manufacture of wire and cable assemblies and harnesses,2732
27324,5,Manufacture of wire and cable assemblies and harnesses,3314
27329,5,Manufacture of other electronic and electric wires and cables n.e.c.,2732
27329,5,Manufacture of other electronic and electric wires and cables n.e.c.,3314
27330,5,Manufacture and repair of wiring devices,2733
27330,5,Manufacture and repair of wiring devices,3314
27400,5,"Manufacture and repair of electric lamps and lighting equipment (including silver reflectors, fittings and parts)",2740
27400,5,"Manufacture and repair of electric lamps and lighting equipment (including silver reflectors, fittings and parts)",3314
27501,5,"Manufacture of electrical household appliances (e.g. refrigerators, hot plates, toasters, food mixers, cookers, hair dryers, fans, shavers)",2750
27509,5,"Manufacture of domestic appliances n.e.c. (e.g. non-electric cooking ranges, grates, stoves)",2750
27901,5,Manufacture of fuel cells,2790
27902,5,"Manufacture of electrical machinery, apparatus, appliances and supplies (including sound or visual signalling apparatus, electrical insulators except porcelain or glass)",2790
28111,5,"Manufacture and repair of engines and turbines except aircraft, vehicle, cycle and marine engines",2811
28111,5,"Manufacture and repair of engines and turbines except aircraft, vehicle, cycle and marine engines",3312
28112,5,Manufacture and repair of marine engine,2811
28112,5,Manufacture and repair of marine engine,3312
28121,5,"Manufacture and repair of pumps (e.g. hydraulic pumps, drainage pumps)",2812
28121,5,"Manufacture and repair of pumps (e.g. hydraulic pumps, drainage pumps)",3312
28122,5,"Manufacture and repair of taps, cocks and valves",2813
28122,5,"Manufacture and repair of taps, cocks and valves",3312
28129,5,"Manufacture and repair of pumps, compressors, taps and valves n.e.c.",2813
28129,5,"Manufacture and repair of pumps, compressors, taps and valves n.e.c.",3312
28141,5,Manufacture of bearings (including disc and ball bearings),2814
28142,5,"Manufacture and repair of gears, gearing and driving elements",2814
28142,5,"Manufacture and repair of gears, gearing and driving elements",3312
28150,5,"Manufacture and repair of ovens, furnaces and furnace burners",2815
28150,5,"Manufacture and repair of ovens, furnaces and furnace burners",3312
28161,5,Manufacture and repair of lifting and hoisting machinery except electrical,2816
28161,5,Manufacture and repair of lifting and hoisting machinery except electrical,3312
28162,5,Manufacture and repair of lifts and escalators,2816
28162,5,Manufacture and repair of lifts and escalators,3312
28169,5,Manufacture and repair of lifting and handling equipment n.e.c. (including conveying systems and industrial automated systems),2816
28169,5,Manufacture and repair of lifting and handling equipment n.e.c. (including conveying systems and industrial automated systems),3312
28171,5,Manufacture of office machinery and equipment (except computers and peripheral equipment),2817
28171,5,Manufacture of office machinery and equipment (except computers and peripheral equipment),3312
28172,5,Repair and maintenance of office machinery and equipment,2817
28172,5,Repair and maintenance of office machinery and equipment,3312
28181,5,Manufacture and repair of industrial robots (including Automated Guided Vehicles (AGVs)),2816
28181,5,Manufacture and repair of industrial robots (including Automated Guided Vehicles (AGVs)),2829
28181,5,Manufacture and repair of industrial robots (including Automated Guided Vehicles (AGVs)),3312
28182,5,Manufacture and repair of service robots,2816
28182,5,Manufacture and repair of service robots,2829
